txn_id,date,merchant,amount,currency,status,category,account_id,notes
8d96c283-7f4a-4e34-bafd-c5dc840db58f,2025/07/13,Flipkart,2007.94,inr,FAILED,Transport,A33,
39d2cc1a-475a-4ad5-8f53-dd712ff2c6d4,03-04-2025,Amazon,4028.39,usd,Pending,Cash Withdrawal,A4,Refunded
0bcfe93d-25ce-4c6d-9633-2c447de6eef7,2025/07/09,Local Bakery,1917.37,INR,SUCCESS,Other,A24,Refunded
f3030768-adfd-4f92-9290-f8ee56005023,07-11-2025,IRCTC,$3958.38,INR,PENDING,Food,A30,
d289ed36-ceb7-46f8-a24c-4ecf82d93f86,2025/12/28,Shell Petrol,46487.5,INR,success,Healthcare,A7,SUSPICIOUS
a1f2059e-8109-4e37-a716-fd175c55399c,2025/07/07,Google,219.18,USD,success,Cash Withdrawal,A2,Anomaly check
eeddfb6d-cc5c-4eee-a8bc-12e025e8fa4d,08-11-2025,IRCTC,4819.68,inr,Pending,Food,A37,
10f0d504-27e3-42e8-820f-561052dcf758,2025/10/24,Zomato,187.31,usd,FAILED,Healthcare,A2,Duplicate?
42c4367b-f691-4050-b17d-8db694de4ea8,2025/11/17,Netflix,$3096.22,USD,success,,A31,SUSPICIOUS
532c6a51-4db8-4409-83d9-1b9a7814f1a9,2025/07/01,Local Bakery,4295.74,inr,SUCCESS,Transport,A26,Refunded
b661cee6-481d-4197-b7c2-3479d72deb0f,22-07-2025,Uber India,1656.43,USD,PENDING,Food,A21,
12148a07-db9c-41b0-8944-25add9db3510,20-05-2025,Spotify,4577.53,INR,PENDING,Travel,A47,SUSPICIOUS
b859ab7d-f07e-4408-a4f9-6d1f60b5df13,2025/04/29,Uber India,3190.71,USD,Pending,Entertainment,A12,
e07f17dc-412e-44b3-b11c-878641cce51f,2025/04/07,Zomato,420.08,inr,failed,Transport,A19,SUSPICIOUS
,26-03-2025,Local Bakery,$2179.09,usd,Pending,Entertainment,A50,
45522f4e-bfc6-425a-9a67-e3147de7c340,2025/08/03,Uber India,$4387.33,USD,success,Entertainment,A50,Anomaly check
550c1088-a029-4cb0-a815-515f0157ea78,2025/05/07,Local Bakery,2171.4,INR,SUCCESS,Food,A43,Duplicate?
59373fab-56f9-466b-bb8f-977b61972618,2025/01/17,Local Bakery,185.56,usd,failed,Shopping,A41,
,2025/05/25,Amazon,3051.55,usd,success,Travel,A10,SUSPICIOUS
95ce7141-4a03-4bf9-b401-f2c10694623e,12-06-2025,Amazon,$3990.98,usd,SUCCESS,Entertainment,A38,Anomaly check
753ee2d3-2616-4870-bca8-36c88d156921,2025/11/13,Netflix,1356.66,INR,failed,Travel,A34,Duplicate?
62341286-5a28-43c5-a0c0-a9e484101282,02-08-2025,Zomato,3679.77,USD,SUCCESS,,A14,Anomaly check
2384c775-d0a1-4f56-b75e-d5dfaec2636a,2025/06/07,Amazon,1820.79,usd,FAILED,Cash Withdrawal,A44,Duplicate?
2384c775-d0a1-4f56-b75e-d5dfaec2636a,2025/06/07,Amazon,1820.79,usd,FAILED,Cash Withdrawal,A44,Duplicate?
ee067dac-c90f-4cfe-aced-94fc7b139303,16-06-2025,Ola,$1838.01,USD,FAILED,Utilities,A36,
b2fdcfde-e3da-4e26-bc64-341e62ed3e5a,04-06-2025,Amazon,632.5,INR,PENDING,Utilities,A36,Refunded
6ac6d9be-7d42-4054-87a4-ec1de4148fbb,22-02-2025,Spotify,1249.43,INR,SUCCESS,Transport,A9,
0ee550b3-5f35-4417-af6c-3989247d9471,29-11-2025,IRCTC,1151.15,INR,Pending,Entertainment,A24,
ddf56615-4082-42a6-bc1a-84a7f2b876d4,12-10-2025,Amazon,4928.13,USD,FAILED,Healthcare,A24,Refunded
1209a5e9-500b-419b-ad87-4babf4eb1bb9,16-08-2025,Swiggy,$107.9,inr,SUCCESS,Utilities,A31,SUSPICIOUS
1f993040-bf9c-4c0a-8778-f26e690e6e10,18-02-2025,Zomato,4736.99,usd,success,Shopping,A28,SUSPICIOUS
1f993040-bf9c-4c0a-8778-f26e690e6e10,18-02-2025,Zomato,4736.99,usd,success,Shopping,A28,SUSPICIOUS
e2716b98-cc7c-43c6-b8c7-36f589537b5a,24-09-2025,Netflix,1620.43,USD,FAILED,,A44,Duplicate?
b0ee0c57-f627-44a6-823e-b95d42687c57,2025/10/18,Zomato,337.51,USD,failed,Healthcare,A37,
1165f4db-3630-448e-b349-a0487ac50012,05-04-2025,Uber India,$1006.22,usd,PENDING,Cash Withdrawal,A29,Refunded
cdab1095-eebd-460d-9281-64c131284a19,03-03-2025,Swiggy,2007.49,INR,PENDING,Utilities,A22,Duplicate?
c8240f9e-fd88-431e-bf45-8b274429dbd5,18-09-2025,Apple,2712.8,INR,Pending,Transport,A22,Duplicate?
f9f0e764-9efe-47dd-ab8e-6cd6a573dd51,05-01-2025,Local Bakery,4428.48,USD,FAILED,Shopping,A40,
93840006-373f-40c8-a025-e0c6bf6973ca,2025/05/26,Apple,$995.05,inr,FAILED,Travel,A9,Duplicate?
10b397d7-0b25-4f50-b59e-6de157a32b2e,19-12-2025,Google,$1044.33,inr,SUCCESS,Other,A34,Duplicate?
8ccb359e-4adb-4cde-820c-3d29eac39c14,19-03-2025,Flipkart,1179.45,inr,FAILED,Transport,A33,SUSPICIOUS
a9d05e88-238b-4c44-a809-8f05c6d622ed,31-01-2025,Zomato,3396.53,inr,Pending,Food,A19,Refunded
4cb45bb5-33df-473b-bdfc-bf489f210411,30-05-2025,Ola,3650.6,usd,success,,A4,SUSPICIOUS
42c03418-d6bf-41b1-9945-02b047b2521e,19-11-2025,Ola,$3639.7,USD,Pending,Travel,A21,Refunded
d349108e-abdc-4e3e-8752-108db0e21c07,2025/03/02,IRCTC,1939.0,USD,Pending,Other,A35,Anomaly check
1c78ce99-d4fd-4803-9fd4-985bca8e733c,2025/03/01,Netflix,1291.72,usd,PENDING,Other,A37,Duplicate?
065416cd-266e-449c-b5e7-edabdd003b4e,2025/04/17,Uber India,1506.13,inr,FAILED,,A32,Refunded
bd6e5c58-08b2-4daa-a5d8-b58b4d45105d,2025/08/23,Google,4194.41,usd,PENDING,Transport,A48,SUSPICIOUS
c0f0f362-b8b4-4bfe-b312-3ef30af9266f,2025/09/19,Uber India,98.94,usd,PENDING,Food,A12,Refunded
50ec7b16-308e-4dbb-8035-f47b6127db0f,2025/05/19,Swiggy,868.61,USD,PENDING,Entertainment,A5,Duplicate?
dc83b66b-7b50-43cd-9cdc-f2fb793a984d,22-02-2025,Local Bakery,4037.87,usd,success,Travel,A9,Anomaly check
865ae536-b167-41f2-98bf-4ad6d380d36a,2025/12/06,Spotify,3013.64,USD,Pending,Food,A42,
dbfdf07d-085b-42c2-9c4f-29a4c73f78bf,2025/10/13,Zomato,4118.79,USD,SUCCESS,Food,A16,Refunded
48ba1e60-d5f0-4680-af14-9b9ac207409e,2025/09/16,IRCTC,2398.6,USD,success,Utilities,A7,Anomaly check
c0369125-5392-4ba9-ad70-69204511e6f8,2025/07/04,Shell Petrol,2702.58,USD,Pending,,A5,Refunded
b11e6c88-2303-40dd-8b7a-271c29fd6851,2025/11/15,Amazon,4859.78,usd,FAILED,Travel,A16,SUSPICIOUS
4357a4d3-8701-4d69-b61b-8dd2bf132c43,05-11-2025,Zomato,4232.24,INR,FAILED,,A8,
61f19ece-3651-47e3-b247-05936ec33d8e,27-12-2025,IRCTC,1683.76,INR,success,Other,A17,
537ae233-d6e8-4096-9a9d-498926747a17,18-12-2025,Local Bakery,3894.2,usd,Pending,Cash Withdrawal,A6,Refunded
0e4823c2-32d5-4798-b87e-9ff1c26ae693,2025/05/25,Local Bakery,$3007.92,USD,Pending,Travel,A16,SUSPICIOUS
62955998-593d-48ec-8bef-738b91f262d2,13-04-2025,Google,3689.39,INR,Pending,Healthcare,A10,Anomaly check
20b45058-ad88-48c2-83fe-4e38646acbe4,2025/01/27,Netflix,174.66,inr,failed,Transport,A8,Duplicate?
3c2ec928-792c-4f5a-9eb3-0872643eaef9,2025/02/17,Flipkart,956.47,inr,SUCCESS,Food,A23,Duplicate?
204fb0c2-cad4-425c-b707-4f50bacb3d08,2025/11/15,Apple,463.82,USD,failed,Healthcare,A2,Duplicate?
325a0d5c-e1c6-45e4-94f1-b9c38380c9c0,28-06-2025,Google,3920.83,USD,SUCCESS,Other,A10,SUSPICIOUS
,23-11-2025,Swiggy,$1997.46,USD,FAILED,Cash Withdrawal,A24,Anomaly check
a62515a5-9832-4d52-9016-b302011935eb,19-03-2025,IRCTC,4045.22,USD,Pending,Cash Withdrawal,A10,Refunded
,2025/02/18,Swiggy,4444.35,inr,PENDING,Shopping,A9,Anomaly check
cc7a3a73-c12d-4a53-91b7-02ca521ada39,30-03-2025,Amazon,4068.29,usd,FAILED,Other,A22,Anomaly check
9d104d28-29aa-424f-b03c-d6d5bbbde810,09-07-2025,Google,1568.47,inr,Pending,Travel,A10,Duplicate?
37ed2ac8-b88a-4005-bf43-6f2aaf6289d9,26-11-2025,Netflix,$4935.24,inr,failed,Healthcare,A43,SUSPICIOUS
,21-12-2025,Zomato,$2196.86,usd,failed,Entertainment,A35,Anomaly check
9d3e166d-b151-4825-9d9e-9c9a30225e1a,21-06-2025,Spotify,$3485.24,inr,FAILED,Transport,A12,SUSPICIOUS
58e26b40-f6dc-4651-91b8-2d8f893ac301,05-05-2025,Apple,1962.49,inr,SUCCESS,Utilities,A12,Refunded
8a784bd4-392e-4fb3-aa17-c636796695a6,13-12-2025,Spotify,1189.39,USD,success,Other,A12,Duplicate?
,01-07-2025,Zomato,678.38,inr,FAILED,Healthcare,A42,Anomaly check
d32b202e-554a-475c-9c88-3773dc9af8ff,2025/10/01,IRCTC,3698.22,inr,Pending,,A50,
ee2b4b4f-e8cf-4608-ade3-2146075eaf21,2025/08/16,IRCTC,$780.8,usd,Pending,,A48,Anomaly check
eb6c0eff-5f1d-44de-a8bc-443343722259,10-04-2025,Local Bakery,3045.0,inr,Pending,Travel,A3,
3332ad06-a4fd-4939-bd68-142a3445eeb6,06-03-2025,Spotify,2505.61,usd,Pending,Travel,A13,Anomaly check
,2025/08/09,Amazon,2420.77,USD,success,Other,A45,
a82b3d62-99cd-4474-b1cc-f55dec10c3be,03-02-2025,Google,606.72,inr,SUCCESS,Travel,A10,SUSPICIOUS
c1011727-85f1-4788-9f7e-4112389688cf,2025/03/14,Uber India,$3669.8,USD,PENDING,Food,A26,Anomaly check
47b1925f-34fe-459b-b16a-1198c53925ef,18-06-2025,Zomato,42770.51,USD,SUCCESS,Healthcare,A35,
6e2a57d5-d834-4dac-b785-bcdad4c8a2e8,21-04-2025,Uber India,$2267.83,inr,Pending,,A31,SUSPICIOUS
f7788d0e-e79c-4d3a-ac04-ddba43b1f7aa,2025/01/25,Google,4230.06,USD,FAILED,,A27,Anomaly check
bfe9374c-7c36-4a6a-8f93-e711cc101b2f,2025/06/22,Local Bakery,3474.8,inr,failed,Other,A18,
1757c94b-6fd7-4b9f-9c18-0862d06177da,25-07-2025,Apple,4559.5,INR,failed,,A25,Anomaly check
f50f16fe-4909-424f-8599-d2fc7cdb9410,19-09-2025,Google,2866.9,USD,PENDING,Utilities,A13,Duplicate?
b1d20a8a-f26f-4fc8-aa9f-21de5a4f28c0,01-03-2025,Amazon,4753.24,INR,PENDING,Entertainment,A38,Refunded
5553d13e-19ba-4ce2-95e4-df77ef640beb,29-06-2025,Google,$3223.32,inr,PENDING,Shopping,A23,SUSPICIOUS
070342f6-4542-4bc2-abdf-07459f9ee490,11-01-2025,Flipkart,3814.52,INR,SUCCESS,,A6,
57d6b02d-8f07-4c4f-826e-3e2898d177ef,08-03-2025,Netflix,446.98,inr,SUCCESS,Utilities,A28,
fe6b4ecb-2ace-4bd7-9ba2-311c483b9b54,2025/01/14,Flipkart,4456.9,INR,PENDING,,A33,SUSPICIOUS
54eb4ec3-522d-4a22-9e99-d4f78349d0bc,18-06-2025,IRCTC,$870.27,USD,failed,Cash Withdrawal,A36,Duplicate?
3d1fd94b-9d8b-4a29-ae54-3cb56f1d0a2f,26-10-2025,Uber India,3684.58,USD,Pending,,A50,Duplicate?
3e30b8b6-1643-4f6e-ba8a-ef1dc23dfbb6,21-12-2025,Ola,$2058.18,inr,Pending,Entertainment,A42,Anomaly check
1646e68a-5ef5-40a0-bfd4-d545a4682882,17-08-2025,Apple,1389.45,inr,success,Healthcare,A5,SUSPICIOUS
83d297cd-c478-4273-8b07-1fd434bb7f38,2025/10/12,Zomato,4495.68,INR,Pending,,A18,
1c8b1337-d1d1-48a6-b647-fcb9f23980c0,15-11-2025,Apple,1596.39,inr,Pending,Shopping,A47,Refunded
d0f3c9b6-8299-40d5-811d-dd6be3486fcd,2025/12/28,Ola,$1157.97,usd,FAILED,Shopping,A39,SUSPICIOUS
32a97d97-be08-471b-b2aa-d9e8601d181d,07-10-2025,Ola,1566.24,inr,Pending,Food,A37,SUSPICIOUS
2dc67615-eb24-4a0f-9205-c7097e4add4c,30-04-2025,Flipkart,2239.45,inr,failed,,A43,
0511b006-4e32-49f0-802e-7cc493b900a6,2025/05/02,Local Bakery,$3080.32,usd,PENDING,Travel,A23,Anomaly check
68d2af70-49ff-47a6-bc45-9be8b3488425,2025/06/09,Flipkart,4150.57,inr,SUCCESS,Food,A11,
5822fc51-8287-4188-aa61-1a6c67c5a29d,2025/12/18,Google,2617.71,INR,Pending,Entertainment,A45,Refunded
5c48d9a9-67bf-4c29-92b5-b0643c3891ee,2025/01/09,Apple,3244.61,inr,PENDING,Travel,A15,Refunded
2d2f7cb1-bc1c-4c1d-a48c-00547900f207,2025/03/14,Swiggy,4267.02,INR,FAILED,Travel,A44,Refunded
,17-01-2025,Swiggy,3275.9,USD,PENDING,Transport,A9,Refunded
fd8af6b3-ebd3-4421-b1af-09de2ac2aa92,2025/09/08,Amazon,1494.73,USD,success,,A21,Anomaly check
4aad0026-44e1-440a-bbfe-17e23535da5b,08-10-2025,Netflix,$2457.38,USD,success,Entertainment,A13,Anomaly check
18198e0d-e2ee-45d1-bad2-bf15afbfa3d1,2025/04/17,Ola,4662.34,USD,failed,Utilities,A35,Anomaly check
c0e62655-c81c-4d34-b56c-06925aeb07c2,29-12-2025,Spotify,3252.77,USD,FAILED,,A8,Refunded
ff1e48ce-6f20-49ca-a828-7e9d90ffe57e,22-01-2025,Zomato,3677.99,USD,PENDING,Food,A19,Refunded
8ab38de8-b005-4f35-b591-b3a9f95ca3f7,27-07-2025,Ola,1035.0,USD,failed,,A9,Anomaly check
fe61ce7d-4ebe-4e0b-90b3-f748f2f49b1d,06-02-2025,IRCTC,2408.71,inr,FAILED,Healthcare,A16,Refunded
a0af92ad-e066-4210-b6e8-54e64c68b30d,12-01-2025,Apple,1049.24,inr,PENDING,Utilities,A24,SUSPICIOUS
32340801-731e-4cbd-8d3a-9fc383a32054,2025/11/14,Local Bakery,$3630.38,inr,failed,,A46,SUSPICIOUS
6f1e12de-364e-48d8-bbf3-b6350bb67758,2025/07/02,Swiggy,526.5,INR,FAILED,Cash Withdrawal,A26,
2eaf460c-b72d-4b45-b864-1f09215cf1a5,2025/09/06,Netflix,3958.31,usd,success,,A49,Duplicate?
976ddc70-0357-4688-9f5d-9796a4307f71,21-01-2025,Netflix,3373.76,inr,success,Food,A7,SUSPICIOUS
88b54e1e-1dd1-4811-8506-9eb2a3f9ebff,11-12-2025,Flipkart,1691.17,INR,failed,Food,A5,Anomaly check
0765a053-4e8f-45da-8d01-a7ef8c743c7a,18-10-2025,Google,1147.61,usd,SUCCESS,Shopping,A24,Refunded
7f5fc3c7-7af9-4f45-9b6f-caad2d108cbf,2025/04/03,Google,3275.52,INR,Pending,Cash Withdrawal,A42,Duplicate?
623445cf-2156-4d78-b965-d521b0b8488c,02-08-2025,Amazon,183.3,INR,success,,A12,Anomaly check
8d5c7429-3f2d-4c6d-be0f-e9e26ce41f51,2025/04/03,Amazon,4134.88,INR,failed,,A8,Refunded
2b619c83-b75e-40eb-9baa-73d1cfa08f7f,2025/01/30,Amazon,$3817.57,USD,Pending,,A4,SUSPICIOUS
4dcf07ff-3147-4563-925c-c97c5386584e,04-10-2025,Flipkart,2539.35,USD,Pending,Healthcare,A44,Anomaly check
1cbc5165-5f5c-4f91-b7a3-f37a9a2f6a8a,2025/08/15,IRCTC,$1763.02,INR,PENDING,Shopping,A48,Refunded
c71dd6fc-3d0b-4063-8ff7-b012779acd4d,17-08-2025,Swiggy,4003.79,INR,PENDING,Cash Withdrawal,A20,Refunded
242d49bc-e02e-4834-aad1-3691d97587f1,21-09-2025,Flipkart,539.71,USD,failed,Other,A33,Anomaly check
91bc2ed5-d370-4900-aa99-f76caa4f109c,2025/01/27,IRCTC,476.22,INR,failed,,A8,SUSPICIOUS
82f3b6ad-e072-4cee-9cb6-e3cd824cfcc4,2025/03/09,Shell Petrol,778.4,usd,Pending,Entertainment,A23,SUSPICIOUS
f28d31ca-0a73-45e7-9a45-e6321a981eb2,24-11-2025,Apple,2358.31,USD,SUCCESS,Entertainment,A33,
8b1b369e-2f6a-4b66-b6d8-a24280c59f38,27-10-2025,Local Bakery,3868.29,usd,FAILED,,A1,SUSPICIOUS
e0e8e7a9-4d24-4ff4-9f54-1a9163ad8d16,24-08-2025,Netflix,2646.63,inr,success,Travel,A15,Refunded
d3afcb5b-d482-4b54-ac87-a6c15a7e385c,10-06-2025,Amazon,1007.1,INR,PENDING,Utilities,A33,
742a9fa0-315e-452b-b2a2-2cb1daf4cf75,20-03-2025,Swiggy,$1722.49,INR,success,Utilities,A22,Anomaly check
9bce7baf-d6a4-47de-b837-742d8a89508a,29-10-2025,Spotify,$42.66,usd,failed,Transport,A17,Anomaly check
40258523-509e-4bea-954b-cc440e58ed84,2025/03/12,Apple,$4041.85,USD,FAILED,Transport,A50,SUSPICIOUS
ccc72dda-9148-40ac-bd14-185adff83e6f,23-02-2025,Amazon,4181.67,INR,SUCCESS,Shopping,A33,
e75dd847-23d4-4a31-9d23-73a26ce15b45,2025/03/13,Flipkart,3881.17,INR,success,Food,A27,Refunded
c0322c9d-08ff-4334-9cd2-145659ab9abd,15-02-2025,Amazon,4210.59,inr,failed,Shopping,A13,SUSPICIOUS
0d095b78-7217-492b-87b2-4d52952add99,2025/06/02,Uber India,2797.38,INR,SUCCESS,Utilities,A48,Duplicate?
00b0fb4d-23e3-47d4-bdd1-93ce40a75176,2025/01/11,Apple,2907.61,USD,failed,,A27,Duplicate?
abd2620b-8460-4d8b-b399-edf1e6a4f563,2025/11/01,Local Bakery,4533.27,INR,FAILED,Utilities,A41,Refunded
1dbabc72-337e-4d19-8aeb-99b57d508b7d,2025/12/05,Netflix,891.97,INR,Pending,Shopping,A14,Anomaly check
908c42d2-7975-41f1-8c81-cede6e54b5f1,16-06-2025,Ola,2766.0,INR,PENDING,Entertainment,A39,Duplicate?
0ace9076-ed60-41d0-bea0-d139f8443706,23-08-2025,Flipkart,$1332.28,inr,success,Cash Withdrawal,A10,Duplicate?
d647a8c9-0eb7-4197-b8ea-5ce4b65727a4,16-01-2025,Shell Petrol,$4631.7,INR,FAILED,Cash Withdrawal,A14,SUSPICIOUS
5e7f5e41-9055-495d-bc27-dc7af5b1227b,2025/12/08,Swiggy,1655.25,USD,failed,Food,A42,Anomaly check
67d1d0b5-07b1-4b60-9f39-e77fd1178fbb,05-02-2025,Shell Petrol,1529.07,USD,success,Cash Withdrawal,A44,Anomaly check
67d1d0b5-07b1-4b60-9f39-e77fd1178fbb,05-02-2025,Shell Petrol,1529.07,USD,success,Cash Withdrawal,A44,Anomaly check
5868454a-d6f4-4087-bdc6-227c1edfd483,2025/10/24,IRCTC,$2232.06,INR,success,Healthcare,A31,Refunded
773597ed-ebba-4b42-be57-05dd2ed81a19,06-06-2025,Ola,1092.21,USD,FAILED,Travel,A10,Anomaly check
31ccd218-ac42-4fa2-927d-a9dd71c6adea,10-09-2025,Amazon,1085.4,inr,Pending,Food,A49,Refunded
906de295-952e-4ef6-852a-11e2e2b7a669,2025/06/05,IRCTC,4317.59,INR,SUCCESS,Transport,A43,Anomaly check
e878aa74-3a42-4f66-9202-0216cee57a00,15-01-2025,Uber India,$1580.27,USD,failed,,A45,Refunded
dd140e27-3367-4b06-9614-1069dc467c35,2025/01/13,Google,310.95,usd,FAILED,Utilities,A1,Duplicate?
f4960b54-2006-4998-91de-7bcd4fa0e730,2025/12/16,IRCTC,$1773.13,USD,FAILED,Shopping,A38,SUSPICIOUS
68f67fdf-9eaa-4cd9-ae6f-0b2ae8a85f0d,2025/02/12,Google,$361.5,inr,Pending,,A7,
,17-07-2025,Netflix,1511.17,INR,SUCCESS,,A34,SUSPICIOUS
e6ea9eaa-1007-4b68-bf23-236bd232ea87,04-04-2025,Local Bakery,$89.44,INR,failed,Other,A33,SUSPICIOUS
634f5252-3b03-4585-bd5d-a2538380c1c7,2025/08/25,Google,4278.12,inr,failed,Transport,A27,Duplicate?
b4d34d96-552a-48eb-a2a0-d534b3b2d970,2025/05/17,Shell Petrol,$1773.44,USD,Pending,Transport,A30,Refunded
,27-05-2025,Swiggy,4083.39,usd,Pending,Utilities,A39,Refunded
8bcf3bbc-f5f5-4ffe-a79c-748227195af4,2025/03/19,Netflix,3795.8,inr,failed,Cash Withdrawal,A1,Anomaly check
afe1574b-3faf-4acd-a122-ac2d03e6b2e4,2025/06/10,Shell Petrol,4163.08,usd,success,Other,A5,Refunded
a17f62ba-bb23-4775-a99e-277ebf2d7b46,2025/03/15,Uber India,2615.75,usd,success,Travel,A17,
f3b08e95-bc01-449e-afb8-6f0f22f4918a,2025/10/21,Amazon,$4453.45,usd,success,Cash Withdrawal,A24,Anomaly check
bd17a140-58ed-4681-8a01-c493c0138f32,04-04-2025,Google,1826.43,inr,Pending,,A14,SUSPICIOUS
b9fb5bee-10d1-4831-ba68-8ddc1bae08f7,12-09-2025,Shell Petrol,$468.75,usd,FAILED,Entertainment,A33,SUSPICIOUS
ad1f99be-05bc-4a55-badd-fe244c656411,14-02-2025,Swiggy,1802.37,inr,SUCCESS,Transport,A12,SUSPICIOUS
b763fe64-5af9-4b40-aeff-5291c281c508,2025/09/20,Zomato,$2548.28,INR,FAILED,Healthcare,A10,Duplicate?
7a175007-350e-4b12-af34-b9eadcd4ea12,26-04-2025,Apple,2195.33,usd,PENDING,Travel,A5,Refunded
0e584071-bcc1-462b-8e61-e2b33bb8ecec,2025/12/20,Flipkart,2987.16,USD,success,Travel,A38,Duplicate?
,2025/06/17,Swiggy,1245.57,inr,SUCCESS,Cash Withdrawal,A38,SUSPICIOUS
9a53f261-e8a5-44cb-9273-05b521f46539,30-05-2025,Spotify,$4235.85,inr,failed,Healthcare,A33,SUSPICIOUS
68b246d6-8baf-4bbd-b970-1c8af72306a1,2025/05/10,Uber India,724.82,usd,PENDING,Shopping,A15,SUSPICIOUS
38af7d1b-5b81-4986-9270-9a915fdc1d3d,2025/09/09,Ola,1503.45,USD,success,Transport,A6,SUSPICIOUS
61e761b0-2361-43f2-af54-fd953daad3cd,2025/03/11,Swiggy,1630.39,usd,Pending,,A3,SUSPICIOUS
8f8e5f78-4627-4497-99c0-773b4ad23992,2025/05/14,Ola,1874.12,INR,success,Healthcare,A50,Refunded
979bffe3-3ff9-42ac-94c0-55660b3dffee,14-12-2025,Uber India,1806.65,inr,failed,Travel,A20,Anomaly check
737500df-5599-4e55-9a0a-addcd5cbc69d,2025/03/14,Amazon,4491.02,USD,failed,Transport,A38,Duplicate?
,2025/09/19,Apple,4382.5,INR,PENDING,Travel,A45,SUSPICIOUS
fa0da186-3f78-46dc-b324-fc0241974c80,06-12-2025,Swiggy,3544.51,INR,SUCCESS,Shopping,A35,Anomaly check
3e7a28f1-09c5-492b-a6a5-ab4de564790d,19-07-2025,Ola,1313.44,USD,FAILED,Utilities,A25,SUSPICIOUS
e6791603-fb0e-49d4-b9a2-3e7e05196b55,2025/08/19,Shell Petrol,3086.39,usd,failed,,A3,Duplicate?
f3e51113-87ae-4170-9ccc-df71a70357d4,04-02-2025,Uber India,2583.24,INR,SUCCESS,Healthcare,A8,Anomaly check
2a8b728b-dbb7-4c56-9e8b-001fd98b198c,2025/03/17,Google,$1756.97,INR,PENDING,Entertainment,A32,Refunded
cb267ce2-c740-4527-8105-8139cf621612,01-01-2026,IRCTC,$640.18,INR,failed,Transport,A46,
47bfe787-de29-434f-93bb-2e45be5bbdfa,2025/11/16,Local Bakery,$2070.05,usd,SUCCESS,Entertainment,A19,SUSPICIOUS
9c6c6095-9103-4d8c-b047-262b0069f47d,2025/12/05,Spotify,$3316.54,USD,SUCCESS,Food,A4,Refunded
33f7786f-fea8-46e6-99c5-5e6b522a1029,13-02-2025,Amazon,1804.95,USD,PENDING,Healthcare,A7,SUSPICIOUS
ad7f7a77-f7a4-45d6-aa7f-519110642f0c,12-03-2025,Spotify,3387.57,INR,PENDING,,A35,
e4eecdf6-3e09-4128-8f60-ea9a67674f50,08-03-2025,Zomato,2967.33,USD,SUCCESS,Healthcare,A5,Anomaly check
d984e877-dac3-4767-a68e-22385154d65a,2025/05/13,Amazon,2712.62,inr,PENDING,Utilities,A29,Refunded
bceb3f02-948e-457e-bf38-1e61e3216859,09-05-2025,Uber India,2348.99,INR,PENDING,Shopping,A37,Anomaly check
1838d06e-95a1-46bd-85f0-a66fc3972af3,24-12-2025,Local Bakery,2363.05,USD,PENDING,Entertainment,A4,Duplicate?
,2025/08/07,Flipkart,2137.08,INR,SUCCESS,Entertainment,A12,Duplicate?
6d5dcd04-30ee-4138-b540-68fc731ce9db,2025/07/24,Shell Petrol,4623.22,USD,success,Healthcare,A6,
